Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
Porphobilinogen	2	-7.0608	0.93812	1	7.0608	0.17764	0.6235	6.8691	0.33733	0.66083	0	NA	NA	NA	2	6.8691	0.40918	0.65389
Sirohydrochlorin	3	-11.977	0.998	1	27.062	0.003992	0.062137	13.171	0.13772	0.42748	0	NA	NA	NA	3	13.171	0.17964	0.45874
Sirochlorin	1	-4.3258	0.79441	1	4.3258	0.20758	0.65766	4.1704	0.4012	0.70678	0	NA	NA	NA	1	4.1704	0.36128	0.60919
Precorrin 2	2	-8.8638	0.97405	1	18.101	0.023952	0.19712	9.6686	0.20359	0.54878	0	NA	NA	NA	2	9.6686	0.26148	0.52199
Siroheme	1	-4.3258	0.79441	1	4.3258	0.20758	0.65766	4.1704	0.4012	0.70678	0	NA	NA	NA	1	4.1704	0.36128	0.60919
Adenosyl cobyrinate diamide	3	-4.2816	0.82236	1	11.824	0.12375	0.5243	19.381	0.027944	0.21315	1	6.5509	0.18363	0.6332	2	19.104	0.02994	0.24001
adenosyl-cobyric acid	2	-9.9486	0.98603	1	19.186	0.015968	0.14472	10.297	0.16966	0.48647	0	NA	NA	NA	2	10.297	0.23154	0.51936
cobalt-precorrin2	2	-11.61	1	1	30.085	0.005988	0.062137	13.01	0.10579	0.38699	0	NA	NA	NA	2	13.01	0.18563	0.45874
Cobalt-precorrin 3	2	-11.61	1	1	30.085	0.005988	0.062137	13.939	0.091816	0.37464	0	NA	NA	NA	2	13.939	0.16367	0.44219
Precorrin 3A	1	-8.2095	1	1	21.273	0.10379	0.45314	9.503	0.14571	0.43896	0	NA	NA	NA	1	9.503	0.15968	0.43867
Cobalt-precorrin2	1	-8.2095	1	1	21.273	0.10379	0.45314	9.503	0.14571	0.43896	0	NA	NA	NA	1	9.503	0.15968	0.43867
Cobalt-dihydro-precorrin 6	3	-14.219	1	1	36.847	0.001996	0.044661	16.633	0.055888	0.30357	0	NA	NA	NA	3	16.633	0.087824	0.33528
Cobalt-precorrin 6	3	-14.219	1	1	36.847	0.001996	0.044661	16.177	0.065868	0.34223	0	NA	NA	NA	3	16.177	0.095808	0.34704
Cobalt-precorrin 4	2	-11.61	1	1	30.085	0.005988	0.062137	14.569	0.083832	0.37464	0	NA	NA	NA	2	14.569	0.1497	0.42314
Precorrin 4	2	-11.61	1	1	30.085	0.005988	0.062137	14.569	0.083832	0.37464	0	NA	NA	NA	2	14.569	0.1497	0.42314
Precorrin 3B	1	-8.2095	1	1	21.273	0.10379	0.45314	10.209	0.12974	0.42092	0	NA	NA	NA	1	10.209	0.13772	0.40328
Cobalt-precorrin 5	3	-14.219	1	1	36.847	0.001996	0.044661	16.465	0.061876	0.32863	0	NA	NA	NA	3	16.465	0.08982	0.33528
Cobalt-precorrin 5A	1	-8.2095	1	1	21.273	0.10379	0.45314	9.3928	0.14571	0.43896	0	NA	NA	NA	1	9.3928	0.16168	0.44168
Cobalt-precorrin 5B	2	-11.61	1	1	30.085	0.005988	0.062137	12.816	0.10778	0.38835	0	NA	NA	NA	2	12.816	0.18762	0.45874
precorrin 5	1	-8.2095	1	1	21.273	0.10379	0.45314	10.394	0.12375	0.4127	0	NA	NA	NA	1	10.394	0.12575	0.37725
Cobalt-precorrin 8	3	-14.219	1	1	36.847	0.001996	0.044661	16.373	0.063872	0.33428	0	NA	NA	NA	3	16.373	0.08982	0.33528
Cobalt-precorrin 7	2	-11.61	1	1	30.085	0.005988	0.062137	13.375	0.0998	0.37464	0	NA	NA	NA	2	13.375	0.17764	0.45874
Cobyrinate	2	-11.61	1	1	30.085	0.005988	0.062137	12.647	0.10778	0.38835	0	NA	NA	NA	2	12.647	0.18762	0.45874
Precorrin 8X	1	-8.2095	1	1	21.273	0.10379	0.45314	9.4442	0.14571	0.43896	0	NA	NA	NA	1	9.4442	0.15968	0.43867
Hydrogenobyrinate	2	-11.61	1	1	30.085	0.005988	0.062137	12.647	0.10778	0.38835	0	NA	NA	NA	2	12.647	0.18762	0.45874
D-1-Aminopropan-2-ol O-phosphate	2	-11.61	1	1	30.085	0.005988	0.062137	13.195	0.0998	0.37464	0	NA	NA	NA	2	13.195	0.18363	0.45874
Cob(II)yrinate a,c diamide	2	-11.61	1	1	30.085	0.005988	0.062137	17.982	0.02994	0.22362	0	NA	NA	NA	2	17.982	0.057884	0.2775
Hydrogenobyrinate a,c diamide	1	-8.2095	1	1	21.273	0.10379	0.45314	8.4412	0.16567	0.48091	0	NA	NA	NA	1	8.4412	0.17764	0.45874
L-Threonine phosphate	1	-8.2095	1	1	21.273	0.10379	0.45314	9.8431	0.13573	0.42748	0	NA	NA	NA	1	9.8431	0.1497	0.42314
Cobinamide	2	-1.1002	0.56886	0.99207	10.338	0.1477	0.57476	19.675	0.011976	0.12628	1	6.5509	0.18363	0.6332	1	21.273	0.047904	0.27417
Cob(I)alamin	2	-1.1002	0.56886	0.99207	10.338	0.1477	0.57476	19.675	0.011976	0.12628	1	6.5509	0.18363	0.6332	1	21.273	0.047904	0.27417
Cob(I)yrinate a,c diamide	3	-5.6381	0.88224	1	20.723	0.017964	0.15879	25.873	0.003992	0.068149	1	6.5509	0.18363	0.6332	2	27.056	0.00998	0.12513
Cobamide coenzyme	2	-1.1002	0.56886	0.99207	10.338	0.1477	0.57476	19.675	0.011976	0.12628	1	6.5509	0.18363	0.6332	1	21.273	0.047904	0.27417
Reduced FMN	1	-8.2095	1	1	21.273	0.10379	0.45314	16.99	0.051896	0.28845	0	NA	NA	NA	1	16.99	0.057884	0.2775
2-methylpropanal	1	-8.2095	1	1	21.273	0.10379	0.45314	21.273	0.043912	0.26682	0	NA	NA	NA	1	21.273	0.047904	0.27417
2-methylpropanol	1	-8.2095	1	1	21.273	0.10379	0.45314	21.273	0.043912	0.26682	0	NA	NA	NA	1	21.273	0.047904	0.27417
alpha-D-Galactose 1-phosphate	2	-11.61	1	1	30.085	0.005988	0.062137	16.441	0.043912	0.26682	0	NA	NA	NA	2	16.441	0.091816	0.33758
L-Homoserine	3	0.31952	0.48104	0.95539	7.2229	0.20758	0.65766	11.706	0.17365	0.48827	2	5.9779	0.37725	0.75848	1	11.822	0.11178	0.36523
D-Mannitol 1-phosphate	1	3.3253	0.24152	0.66255	-3.3253	0.76248	1	3.1269	0.47305	0.7622	1	3.1269	0.42315	0.78867	0	NA	NA	NA
2-Phosphoglycolate	1	-4.4807	0.80838	1	4.4807	0.19361	0.64246	4.3305	0.38323	0.69918	0	NA	NA	NA	1	4.3305	0.3493	0.59515
Glycolate	1	-4.4807	0.80838	1	4.4807	0.19361	0.64246	4.3305	0.38323	0.69918	0	NA	NA	NA	1	4.3305	0.3493	0.59515
D-Fructose 1-phosphate	2	-2.0176	0.63872	1	2.0176	0.39122	0.9154	3.9537	0.62076	0.84387	1	1.2609	0.66068	0.87536	1	4.3305	0.3493	0.59515
all-trans-Heptaprenyl diphosphate	1	-6.0601	0.86028	1	6.0601	0.14571	0.57476	5.9477	0.26946	0.60565	0	NA	NA	NA	1	5.9477	0.26347	0.52199
all-trans-Hexaprenyl diphosphate	1	-6.0601	0.86028	1	6.0601	0.14571	0.57476	5.9477	0.26946	0.60565	0	NA	NA	NA	1	5.9477	0.26347	0.52199
All-trans-Octaprenyl diphosphate	2	-4.3231	0.81437	1	4.3231	0.25349	0.7174	2.99	0.71457	0.8493	0	NA	NA	NA	2	2.99	0.74251	0.90546
2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate	1	-3.1435	0.7505	1	3.1435	0.2515	0.7174	2.9347	0.48902	0.77917	0	NA	NA	NA	1	2.9347	0.46307	0.68206
5-Oxo-4,5-dihydrofuran-2-acetate	1	-3.1435	0.7505	1	3.1435	0.2515	0.7174	2.9347	0.48902	0.77917	0	NA	NA	NA	1	2.9347	0.46307	0.68206
Oxidized glutathione	1	-8.2095	1	1	21.273	0.10379	0.45314	18.868	0.047904	0.27478	0	NA	NA	NA	1	18.868	0.053892	0.2775
4-Aminobenzoate	1	0.47786	0.45309	0.92975	-0.47786	0.5489	1	-0.33915	0.91018	0.95689	1	-0.33915	0.89421	0.93661	0	NA	NA	NA
6-hydroxymethyl-dihydropterin pyrophosphate	1	0.47786	0.45309	0.92975	-0.47786	0.5489	1	-0.33915	0.91018	0.95689	1	-0.33915	0.89421	0.93661	0	NA	NA	NA
Acyl-CoA	2	2.4445	0.28743	0.7272	-2.4445	0.72854	1	1.9428	0.83433	0.9298	2	1.9428	0.7984	0.93661	0	NA	NA	NA
tRNA containing 6-isopentenyladenosine	1	-2.6928	0.72255	1	2.6928	0.27944	0.74104	2.4529	0.54092	0.80761	0	NA	NA	NA	1	2.4529	0.53693	0.7459
tRNA adenine	1	-2.6928	0.72255	1	2.6928	0.27944	0.74104	2.4529	0.54092	0.80761	0	NA	NA	NA	1	2.4529	0.53693	0.7459
Molybdate	1	-5.5129	0.83633	1	5.5129	0.16567	0.62104	5.3896	0.3014	0.62871	0	NA	NA	NA	1	5.3896	0.28144	0.52199
Adenylated molybdopterin	1	-5.5129	0.83633	1	5.5129	0.16567	0.62104	5.3896	0.3014	0.62871	0	NA	NA	NA	1	5.3896	0.28144	0.52199
Molybdoenzyme molybdenum cofactor	3	-10.484	0.99601	1	10.484	0.15768	0.607	10.288	0.21557	0.56825	0	NA	NA	NA	3	10.288	0.30339	0.53949
Guanylyl molybdenum cofactor	1	-6.1675	0.86427	1	6.1675	0.13772	0.56029	6.0569	0.26547	0.60235	0	NA	NA	NA	1	6.0569	0.2475	0.52199
moldybdopterin_guanine_dinucleotide	2	-8.9422	0.97405	1	8.9422	0.17166	0.6235	8.7895	0.24152	0.5859	0	NA	NA	NA	2	8.7895	0.28942	0.52199
Sulfur-carrier protein	1	-8.2095	1	1	21.273	0.10379	0.45314	17.925	0.0499	0.27952	0	NA	NA	NA	1	17.925	0.057884	0.2775
Thiocarboxy-[sulfur-carrier protein]	1	-8.2095	1	1	21.273	0.10379	0.45314	17.925	0.0499	0.27952	0	NA	NA	NA	1	17.925	0.057884	0.2775
cPMP	2	-6.6824	0.93214	1	15.92	0.061876	0.40645	13.234	0.0998	0.37464	0	NA	NA	NA	2	13.234	0.17964	0.45874
Molybdopterin	1	-8.2095	1	1	21.273	0.10379	0.45314	17.925	0.0499	0.27952	0	NA	NA	NA	1	17.925	0.057884	0.2775
Chenodeoxycholate	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
Deoxycholic acid	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
Glycochenodeoxycholate	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
Glycodeoxycholate	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
Taurochenodeoxycholate	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
Taurodeoxycholate	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
Taurine	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
Taurocholate	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
Glycocholate	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
Cholic acid	1	1.5049	0.36727	0.82176	-1.5049	0.63473	1	1.1154	0.72255	0.8493	1	1.1154	0.6986	0.87536	0	NA	NA	NA
L-Histidinol phosphate	1	1.7651	0.3513	0.82176	-1.7651	0.6507	1	1.4217	0.69261	0.8493	1	1.4217	0.62675	0.87516	0	NA	NA	NA
L-Histidinol	1	1.7651	0.3513	0.82176	-1.7651	0.6507	1	1.4217	0.69261	0.8493	1	1.4217	0.62675	0.87516	0	NA	NA	NA
ADP-glucose	1	NA	NA	NA	NA	NA	NA	-8.2095	1	1	0	NA	NA	NA	0	NA	NA	NA
Oxalyl-CoA	3	-2.0994	0.66068	1	2.0994	0.40719	0.9216	0.93692	0.93214	0.97284	0	NA	NA	NA	3	0.93692	0.96407	0.99634
Formyl-CoA	2	-1.3591	0.58882	1	1.3591	0.43513	0.95568	0.18402	0.95808	0.98544	0	NA	NA	NA	2	0.18402	0.95609	0.99634
Formyl-CoA(4-)	2	-2.4628	0.66068	1	2.4628	0.37126	0.89201	1.9718	0.82834	0.92734	0	NA	NA	NA	2	1.9718	0.83633	0.94015
O-Phospho-L-homoserine	2	7.8302	0.075848	0.45256	-7.8302	0.95808	1	7.6437	0.28343	0.61945	2	7.6437	0.25948	0.68339	0	NA	NA	NA
2-Hydroxymuconate	1	-0.21873	0.53094	0.98998	0.21873	0.47305	0.98305	-0.94185	0.96008	0.98544	0	NA	NA	NA	1	-0.94185	0.98004	0.99634
gamma-Oxalocrotonate	1	-0.21873	0.53094	0.98998	0.21873	0.47305	0.98305	-0.94185	0.96008	0.98544	0	NA	NA	NA	1	-0.94185	0.98004	0.99634
(8S)-3,8-Cyclo-7,8-dihydroguanosine 5-triphosphate	2	-6.6824	0.93214	1	15.92	0.061876	0.40645	8.1178	0.25549	0.59283	0	NA	NA	NA	2	8.1178	0.32136	0.56527
Reduced acceptor	1	-8.2095	1	1	21.273	0.10379	0.45314	10.69	0.12176	0.4127	0	NA	NA	NA	1	10.69	0.12176	0.37212
Hydrogen-acceptor	1	-8.2095	1	1	21.273	0.10379	0.45314	10.69	0.12176	0.4127	0	NA	NA	NA	1	10.69	0.12176	0.37212
5-Deoxyadenosine	1	-8.2095	1	1	21.273	0.10379	0.45314	10.69	0.12176	0.4127	0	NA	NA	NA	1	10.69	0.12176	0.37212
Cyclomaltodextrin	1	-8.2095	1	1	21.273	0.10379	0.45314	13.401	0.085828	0.37464	0	NA	NA	NA	1	13.401	0.087824	0.33528
Maltodextrin	1	-8.2095	1	1	21.273	0.10379	0.45314	13.401	0.085828	0.37464	0	NA	NA	NA	1	13.401	0.087824	0.33528
Maltohexaose	1	-8.2095	1	1	21.273	0.10379	0.45314	13.401	0.085828	0.37464	0	NA	NA	NA	1	13.401	0.087824	0.33528
Maltopentaose	1	-8.2095	1	1	21.273	0.10379	0.45314	13.401	0.085828	0.37464	0	NA	NA	NA	1	13.401	0.087824	0.33528
Maltotriose C18H32O16	1	-8.2095	1	1	21.273	0.10379	0.45314	13.401	0.085828	0.37464	0	NA	NA	NA	1	13.401	0.087824	0.33528
Maltotetraose	1	-8.2095	1	1	21.273	0.10379	0.45314	13.401	0.085828	0.37464	0	NA	NA	NA	1	13.401	0.087824	0.33528
all-trans-Polyprenyl diphosphate	1	-0.053655	0.51497	0.97031	0.053655	0.48703	0.99472	-1.7192	0.97206	0.9872	0	NA	NA	NA	1	-1.7192	0.99401	0.998
Acetyl-maltose	2	-0.1849	0.48503	0.95667	0.1849	0.52894	1	3.1855	0.69661	0.8493	1	2.1101	0.5489	0.87516	1	2.3949	0.53892	0.74655
Nitrite	5	-18.357	1	1	47.569	0.001996	0.044661	33.403	0.001996	0.043368	0	NA	NA	NA	5	33.403	0.003992	0.078084
Nitrate	4	-16.419	1	1	42.547	0.001996	0.044661	28.984	0.001996	0.043368	0	NA	NA	NA	4	28.984	0.005988	0.091504
Oxalate	1	-1.7141	0.65269	1	1.7141	0.3493	0.85651	1.3625	0.7006	0.8493	0	NA	NA	NA	1	1.3625	0.73453	0.90475
D-Serine	3	4.9773	0.16168	0.55654	-4.9773	0.87026	1	6.8818	0.4012	0.70678	2	7.2782	0.27146	0.68523	1	1.6267	0.69661	0.87568
Undecaprenol-diphosphate-glucose	1	2.4348	0.28743	0.7272	-2.4348	0.71457	1	2.1727	0.58483	0.83199	1	2.1727	0.54092	0.87516	0	NA	NA	NA
teichoic_acid_containing_ribitol_P	1	0.18608	0.48902	0.95667	-0.18608	0.51697	1	-1.0467	0.96208	0.98544	1	-1.0467	0.95409	0.97471	0	NA	NA	NA
ribitol_teichoic_acid__n25__with_glucose_substitutions	1	0.18608	0.48902	0.95667	-0.18608	0.51697	1	-1.0467	0.96208	0.98544	1	-1.0467	0.95409	0.97471	0	NA	NA	NA
Alpha,alpha-Trehalose 6-phosphate	1	0.38559	0.46108	0.92995	-0.38559	0.54092	1	-0.52384	0.92216	0.96665	1	-0.52384	0.90818	0.93888	0	NA	NA	NA
Lipoyl-AMP	1	-8.2095	1	1	21.273	0.10379	0.45314	13.094	0.091816	0.37464	0	NA	NA	NA	1	13.094	0.08982	0.33528
Lipoate	1	-8.2095	1	1	21.273	0.10379	0.45314	13.094	0.091816	0.37464	0	NA	NA	NA	1	13.094	0.08982	0.33528
L-2-Amino-3-oxobutanoate	1	3.9729	0.20359	0.60237	-3.9729	0.7984	1	3.8047	0.42515	0.73631	1	3.8047	0.36727	0.75188	0	NA	NA	NA
2-Aminomalonate semialdehyde	1	3.9729	0.20359	0.60237	-3.9729	0.7984	1	3.8047	0.42515	0.73631	1	3.8047	0.36727	0.75188	0	NA	NA	NA
SufBCD with two bound [2Fe-2S] clusters	2	-8.975	0.97405	1	8.975	0.17166	0.6235	8.8178	0.23752	0.5859	0	NA	NA	NA	2	8.8178	0.28942	0.52199
SufBCD with bound [4Fe-4S] cluster	2	-8.975	0.97405	1	8.975	0.17166	0.6235	8.8178	0.23752	0.5859	0	NA	NA	NA	2	8.8178	0.28942	0.52199
Levan_L	1	2.6151	0.27944	0.72225	-2.6151	0.72655	1	2.3689	0.55689	0.81989	1	2.3689	0.52295	0.87317	0	NA	NA	NA
Levan	1	2.6151	0.27944	0.72225	-2.6151	0.72655	1	2.3689	0.55689	0.81989	1	2.3689	0.52295	0.87317	0	NA	NA	NA
