Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
maltose phosphorylase	2	0.89895	0.43513	0.92903	-0.89895	0.57086	1	3.4728	0.62275	0.80305	1	3.1431	0.45709	0.81899	1	1.7682	0.69261	0.8874
maltose transport in/out via proton symport	4	-8.9125	0.96806	1	28.508	0.005988	0.19774	21.51	0.011976	0.36174	1	6.7031	0.18563	0.58816	3	20.968	0.027944	0.39724
manganese transport in/out via proton symport	2	-1.3882	0.62475	1	1.3882	0.3992	0.90429	1.3511	0.84032	0.91671	1	-0.29482	0.90619	0.9501	1	2.2056	0.63872	0.8874
manganese transport via ABC system	3	7.9201	0.075848	0.52668	-7.9201	0.95609	1	7.6634	0.3493	0.66979	3	7.6634	0.29541	0.72626	0	NA	NA	NA
mannitol-1-phosphate 5-dehydrogenase	1	3.3253	0.22555	0.70017	-3.3253	0.77844	1	3.1269	0.44311	0.73516	1	3.1269	0.46108	0.81899	0	NA	NA	NA
mannose-6-phosphate isomerase	1	-2.6134	0.72056	1	2.6134	0.28144	0.82326	2.367	0.52295	0.7614	0	NA	NA	NA	1	2.367	0.62076	0.8874
melibiose transport in via symport	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
menaquinol oxidase (7:1 protons)	5	-17.46	1	1	40.829	0.001996	0.19774	26.532	0.003992	0.198	0	NA	NA	NA	5	26.532	0.013972	0.39724
methaneselenol:NADP+ oxidoreductase	2	-9.1371	0.97405	1	18.375	0.023952	0.49434	9.8442	0.2016	0.52563	0	NA	NA	NA	2	9.8442	0.26148	0.62697
methenyltetrahydrofolate cyclohydrolase	1	2.0133	0.33134	0.80981	-2.0133	0.67465	1	1.7052	0.62275	0.80305	1	1.7052	0.6487	0.84666	0	NA	NA	NA
methionine adenosyltransferase	1	1.6179	0.36327	0.81993	-1.6179	0.63872	1	1.2498	0.68862	0.81362	1	1.2498	0.70858	0.84666	0	NA	NA	NA
methylenetetrahydrofolate dehydrogenase (NADP)	1	2.0133	0.33134	0.80981	-2.0133	0.67465	1	1.7052	0.62275	0.80305	1	1.7052	0.6487	0.84666	0	NA	NA	NA
methylthioadenosine nucleosidase	1	-0.23195	0.52096	0.98995	0.23195	0.48303	1	-0.9024	0.95609	0.98114	0	NA	NA	NA	1	-0.9024	0.96607	0.99292
mevalonate kinase	1	-6.0195	0.85828	1	6.0195	0.14371	0.58994	5.9062	0.23553	0.56894	0	NA	NA	NA	1	5.9062	0.29341	0.62704
mevalonate kinase (ctp)	1	-6.0195	0.85828	1	6.0195	0.14371	0.58994	5.9062	0.23553	0.56894	0	NA	NA	NA	1	5.9062	0.29341	0.62704
mevalonate kinase (gtp)	1	-6.0195	0.85828	1	6.0195	0.14371	0.58994	5.9062	0.23553	0.56894	0	NA	NA	NA	1	5.9062	0.29341	0.62704
mevalonate kinase (utp)	1	-6.0195	0.85828	1	6.0195	0.14371	0.58994	5.9062	0.23553	0.56894	0	NA	NA	NA	1	5.9062	0.29341	0.62704
molybdopterin molybdotransferase	1	-5.5129	0.8523	1	5.5129	0.1497	0.598	5.3896	0.25749	0.58763	0	NA	NA	NA	1	5.3896	0.32735	0.6321
molybdopterin synthase catalytic subunit	1	-8.2095	1	1	21.273	0.1018	0.50089	17.925	0.055888	0.43597	0	NA	NA	NA	1	17.925	0.075848	0.39724
molybdopterin-guanine dinucleotide biosynthesis protein A	1	-6.1675	0.86228	1	6.1675	0.13972	0.58994	6.0569	0.22954	0.56894	0	NA	NA	NA	1	6.0569	0.27345	0.62697
myo-inositol 1-phosphatase	3	-1.8275	0.6487	1	1.8275	0.41916	0.93245	5.6405	0.52295	0.7614	2	2.1352	0.77445	0.90081	1	6.75	0.26347	0.62697
naphthoate synthase	1	-3.8633	0.78643	1	3.8633	0.21756	0.73189	3.6906	0.39122	0.71039	0	NA	NA	NA	1	3.6906	0.47106	0.78386
nicotinamidase, reversible	1	2.3297	0.31537	0.79626	-2.3297	0.68862	1	2.0574	0.57285	0.80305	1	2.0574	0.58882	0.84666	0	NA	NA	NA
nicotinamide ribonucleotide phosphohydrolase	1	-1.9698	0.66267	1	1.9698	0.33932	0.86016	1.656	0.63273	0.80305	0	NA	NA	NA	1	1.656	0.71657	0.8874
nicotinate D-ribonucleotide phosphohydrolase	1	-1.9698	0.66267	1	1.9698	0.33932	0.86016	1.656	0.63273	0.80305	0	NA	NA	NA	1	1.656	0.71657	0.8874
nicotinate-nucleotide adenylyltransferase	1	0.67447	0.45709	0.946	-0.67447	0.54491	1	-2.9623e-05	0.87625	0.93399	1	-2.9623e-05	0.88623	0.94162	0	NA	NA	NA
nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	1	-5.6052	0.8523	1	5.6052	0.1497	0.598	5.4839	0.25349	0.58754	0	NA	NA	NA	1	5.4839	0.31936	0.6321
nitrate reductase NADH	4	-16.419	1	1	42.547	0.001996	0.19774	28.984	0.001996	0.1485	0	NA	NA	NA	4	28.984	0.003992	0.21008
nitrate reductase NADPH	4	-16.419	1	1	42.547	0.001996	0.19774	28.984	0.001996	0.1485	0	NA	NA	NA	4	28.984	0.003992	0.21008
nitrite transport out via proton antiport	1	-8.2095	1	1	21.273	0.1018	0.50089	16.723	0.061876	0.43597	0	NA	NA	NA	1	16.723	0.081836	0.39724
nucleoside-diphophate kinase (ATP:IDP)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.391	0.07984	0.43597	0	NA	NA	NA	1	13.391	0.10379	0.39724
nucleoside-diphosphate kinase (ATP:CDP)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.391	0.07984	0.43597	0	NA	NA	NA	1	13.391	0.10379	0.39724
nucleoside-diphosphate kinase (ATP:GDP)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.391	0.07984	0.43597	0	NA	NA	NA	1	13.391	0.10379	0.39724
nucleoside-diphosphate kinase (ATP:UDP)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.391	0.07984	0.43597	0	NA	NA	NA	1	13.391	0.10379	0.39724
nucleoside-diphosphate kinase (ATP:dADP)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.391	0.07984	0.43597	0	NA	NA	NA	1	13.391	0.10379	0.39724
nucleoside-diphosphate kinase (ATP:dCDP)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.391	0.07984	0.43597	0	NA	NA	NA	1	13.391	0.10379	0.39724
nucleoside-diphosphate kinase (ATP:dGDP)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.391	0.07984	0.43597	0	NA	NA	NA	1	13.391	0.10379	0.39724
nucleoside-diphosphate kinase (ATP:dTDP)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.391	0.07984	0.43597	0	NA	NA	NA	1	13.391	0.10379	0.39724
nucleoside-diphosphate kinase (ATP:dUDP)	1	-8.2095	1	1	21.273	0.1018	0.50089	13.391	0.07984	0.43597	0	NA	NA	NA	1	13.391	0.10379	0.39724
o-succinylbenzoate-CoA ligase	1	-3.3827	0.77046	1	3.3827	0.23154	0.73833	3.1874	0.43713	0.73413	0	NA	NA	NA	1	3.1874	0.50499	0.80227
ornithine carbamoyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
ornithine transacetylase	2	6.7836	0.11976	0.65428	-2.0166	0.66068	1	14.238	0.095808	0.43597	1	14.905	0.033932	0.38894	1	5.231	0.33932	0.6321
ornithine transport in via proton symport	1	0.094756	0.50299	0.98349	-0.094756	0.499	1	-1.4361	0.97804	0.98667	1	-1.4361	0.97605	0.98048	0	NA	NA	NA
orotate phosphoribosyltransferase	1	14.92	0.023952	0.38223	-8.2095	1	1	14.873	0.065868	0.43597	1	14.873	0.033932	0.38894	0	NA	NA	NA
orotidine-5'-phosphate decarboxylase	1	11.852	0.027944	0.38223	-8.2095	1	1	11.794	0.097804	0.43597	1	11.794	0.047904	0.38894	0	NA	NA	NA
oxalyl-CoA decarboxylase	2	-1.3591	0.62475	1	1.3591	0.3992	0.90429	0.18402	0.93812	0.97074	0	NA	NA	NA	2	0.18402	0.96008	0.99292
pantetheine-phosphate adenylyltransferase	1	0.0917	0.50299	0.98349	-0.0917	0.499	1	-1.4533	0.97804	0.98667	1	-1.4533	0.97605	0.98048	0	NA	NA	NA
pantothenate kinase	1	-1.2135	0.61277	1	1.2135	0.38922	0.89257	0.75567	0.76447	0.86589	0	NA	NA	NA	1	0.75567	0.83234	0.92948
peptidoglycan glycosyltransferase	3	-3.1943	0.74251	1	3.1943	0.3493	0.86223	-2.4762	0.99601	0.99735	0	NA	NA	NA	2	2.7723	0.72655	0.8874
phosphate propanoyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
phosphate transport via ABC system	5	15.704	0.013972	0.38223	-15.405	1	1	15.48	0.10379	0.43597	5	15.48	0.05988	0.38894	0	NA	NA	NA
phosphatidic acid phosphatase	2	-1.8955	0.65868	1	1.8955	0.36727	0.87742	5.4125	0.42315	0.73244	1	2.4295	0.53293	0.82943	1	5.225	0.33932	0.6321
phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	1	-2.8781	0.73054	1	2.8781	0.27345	0.8127	2.652	0.499	0.73516	0	NA	NA	NA	1	2.652	0.57884	0.85807
phosphoenolpyruvate carboxykinase	1	3.2988	0.22754	0.70017	-3.2988	0.77445	1	3.099	0.44311	0.73516	1	3.099	0.46307	0.81899	0	NA	NA	NA
phosphoglucomutase	1	6.6526	0.097804	0.57674	-6.6526	0.90619	1	6.5498	0.20559	0.52563	1	6.5498	0.18962	0.58816	0	NA	NA	NA
phosphogluconate dehydrogenase	1	0.98797	0.42315	0.91131	-0.98797	0.57884	1	0.45886	0.8024	0.88705	1	0.45886	0.83234	0.92174	0	NA	NA	NA
phosphoglucosamine mutase	1	0.51895	0.46906	0.95796	-0.51895	0.53293	1	-0.26318	0.9002	0.9527	1	-0.26318	0.9022	0.9501	0	NA	NA	NA
phosphoglycerate kinase	1	-0.60608	0.5489	1	0.60608	0.45509	0.98581	-0.11168	0.88423	0.94116	0	NA	NA	NA	1	-0.11168	0.92216	0.98674
phosphoglycerate mutase	7	-12.25	0.99401	1	27.063	0.00998	0.2247	22.466	0.015968	0.36174	1	2.6593	0.51297	0.81899	6	23.18	0.031936	0.39724
phosphoglycolate phosphatase	1	-4.4807	0.82834	1	4.4807	0.17365	0.65494	4.3305	0.32535	0.64895	0	NA	NA	NA	1	4.3305	0.38723	0.68786
phosphoketolase	1	-2.0024	0.66667	1	2.0024	0.33533	0.86016	1.6929	0.62275	0.80305	0	NA	NA	NA	1	1.6929	0.71058	0.8874
phosphomannomutase	1	6.6526	0.097804	0.57674	-6.6526	0.90619	1	6.5498	0.20559	0.52563	1	6.5498	0.18962	0.58816	0	NA	NA	NA
phosphomethylpyrimidine kinase	1	-8.2095	1	1	21.273	0.1018	0.50089	11.509	0.0998	0.43597	0	NA	NA	NA	1	11.509	0.13373	0.43549
phosphomevalonate kinase	1	-4.0776	0.80639	1	4.0776	0.19561	0.6888	3.9134	0.36128	0.68048	0	NA	NA	NA	1	3.9134	0.43114	0.73485
phosphopantothenate-cysteine ligase	1	0.69544	0.45509	0.946	-0.69544	0.5489	1	0.03314	0.87226	0.93399	1	0.03314	0.88024	0.93977	0	NA	NA	NA
phosphopantothenoylcysteine decarboxylase	1	0.69544	0.45509	0.946	-0.69544	0.5489	1	0.03314	0.87226	0.93399	1	0.03314	0.88024	0.93977	0	NA	NA	NA
phosphopentomutase	2	-5.3076	0.8503	1	14.545	0.093812	0.50089	15.075	0.063872	0.43597	1	0.045729	0.87824	0.93977	1	21.273	0.067864	0.39724
phosphopentomutase (deoxyribose)	2	-5.3076	0.8503	1	14.545	0.093812	0.50089	15.075	0.063872	0.43597	1	0.045729	0.87824	0.93977	1	21.273	0.067864	0.39724
phosphoribosylaminoimidazole carboxylase	3	3.0779	0.26946	0.73069	-3.0779	0.76447	1	2.4717	0.83034	0.90715	3	2.4717	0.83832	0.92174	0	NA	NA	NA
phosphoribosylaminoimidazole synthetase	1	1.8647	0.34331	0.81709	-1.8647	0.65868	1	1.5363	0.64671	0.80305	1	1.5363	0.66866	0.84666	0	NA	NA	NA
phosphoribosylaminoimidazolecarboxamide formyltransferase	1	5.1298	0.15369	0.70017	-5.1298	0.8483	1	4.9978	0.27745	0.60356	1	4.9978	0.28144	0.72626	0	NA	NA	NA
phosphoribosylaminoimidazolesuccinocarboxamide synthase	1	2.28	0.31737	0.79626	-2.28	0.68463	1	2.0026	0.57884	0.80305	1	2.0026	0.59481	0.84666	0	NA	NA	NA
phosphoribosylformylglycinamidine synthase	2	5.5951	0.15968	0.70017	-5.5951	0.86427	1	5.3479	0.42715	0.73244	2	5.3479	0.43313	0.81899	0	NA	NA	NA
phosphoribosylglycinamide formyltransferase	1	4.5056	0.18363	0.70017	-4.5056	0.81836	1	4.3561	0.31936	0.64044	1	4.3561	0.34731	0.79538	0	NA	NA	NA
phosphoribosylglycinamide synthetase	1	2.5928	0.29142	0.76477	-2.5928	0.71058	1	2.3448	0.52695	0.76572	1	2.3448	0.53892	0.82998	0	NA	NA	NA
phosphoribosylpyrophosphate synthetase	2	3.521	0.23154	0.70017	-3.521	0.78044	1	3.1395	0.66667	0.80849	2	3.1395	0.65469	0.84666	0	NA	NA	NA
phosphotransacetylase	1	-8.2095	1	1	21.273	0.1018	0.50089	9.8102	0.12176	0.43597	0	NA	NA	NA	1	9.8102	0.16766	0.47694
polyphosphate kinase	1	-2.4411	0.70259	1	2.4411	0.2994	0.8589	2.1797	0.5489	0.78503	0	NA	NA	NA	1	2.1797	0.64271	0.8874
porphobilinogen synthase	1	-4.9725	0.83433	1	4.9725	0.16766	0.63559	4.8364	0.28942	0.61173	0	NA	NA	NA	1	4.8364	0.35529	0.65033
potassium transport via ABC system	2	-0.16316	0.51896	0.98995	0.16316	0.49301	1	-0.15257	0.95808	0.98184	1	-0.30106	0.90619	0.9501	1	0.085296	0.9022	0.984
precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase	1	-4.3258	0.82036	1	4.3258	0.18164	0.67478	4.1704	0.34132	0.65958	0	NA	NA	NA	1	4.1704	0.40918	0.71184
propanal dehydrogenase (CoA-propanoylating)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
propanediol dehydratase	3	-14.219	1	1	36.847	0.001996	0.19774	36.847	0.001996	0.1485	0	NA	NA	NA	3	36.847	0.001996	0.16806
propionate kinase	2	-6.2567	0.89222	1	15.494	0.071856	0.50089	15.002	0.065868	0.43597	0	NA	NA	NA	2	15.002	0.12575	0.43041
purine nucleosidase (adenosine)	3	-11.826	0.998	1	26.911	0.003992	0.19774	20.361	0.017964	0.36174	0	NA	NA	NA	3	20.361	0.035928	0.39724
purine nucleosidase (guanosine)	3	-11.826	0.998	1	26.911	0.003992	0.19774	20.361	0.017964	0.36174	0	NA	NA	NA	3	20.361	0.035928	0.39724
purine nucleosidase (inosine)	3	-11.826	0.998	1	26.911	0.003992	0.19774	20.361	0.017964	0.36174	0	NA	NA	NA	3	20.361	0.035928	0.39724
purine nucleosidase (xanthosine)	3	-11.826	0.998	1	26.911	0.003992	0.19774	20.361	0.017964	0.36174	0	NA	NA	NA	3	20.361	0.035928	0.39724
purine-nucleoside phosphatase (deoxyuridine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
purine-nucleoside phosphorylase (Adenosine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
purine-nucleoside phosphorylase (Deoxyadenosine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
purine-nucleoside phosphorylase (Deoxyguanosine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
purine-nucleoside phosphorylase (Deoxyinosine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
purine-nucleoside phosphorylase (Guanosine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
purine-nucleoside phosphorylase (Inosine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
purine-nucleoside phosphorylase (Xanthosine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
putrescine transport via ABC system	5	-0.82701	0.56287	1	0.82701	0.52695	1	1.6982	0.98004	0.98667	3	0.35361	0.97206	0.98048	2	2.2519	0.77844	0.90018
pyridoxal kinase (Pyridoxal)	1	-8.2095	1	1	21.273	0.1018	0.50089	11.509	0.0998	0.43597	0	NA	NA	NA	1	11.509	0.13373	0.43549
pyridoxal kinase (Pyridoxamine)	1	-8.2095	1	1	21.273	0.1018	0.50089	11.509	0.0998	0.43597	0	NA	NA	NA	1	11.509	0.13373	0.43549
pyrimidine nucleosidase (uridine)	2	-11.61	1	1	30.085	0.007984	0.19774	22.18	0.00998	0.36174	0	NA	NA	NA	2	22.18	0.017964	0.39724
pyrimidine-nucleoside phosphorylase (cytosine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
pyrimidine-nucleoside phosphorylase (thymine)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
pyrimidine-nucleoside phosphorylase (uracil)	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
pyrroline-5-carboxylate reductase	2	-3.5436	0.76048	1	12.781	0.14172	0.58994	12.313	0.12774	0.43597	1	2.9925	0.47705	0.81899	1	14.421	0.08982	0.39724
pyruvate dehydrogenase	4	-16.419	1	1	42.547	0.001996	0.19774	42.547	0.001996	0.1485	0	NA	NA	NA	4	42.547	0.001996	0.16806
pyruvate kinase	2	-4.9468	0.83034	1	14.184	0.10379	0.50735	14.295	0.095808	0.43597	1	0.75586	0.77246	0.90081	1	19.46	0.071856	0.39724
quinate dehydrogenase (pyrroloquinoline-quinone)	1	-8.2095	1	1	21.273	0.1018	0.50089	20.462	0.037924	0.36174	0	NA	NA	NA	1	20.462	0.071856	0.39724
riboflavin kinase	1	-5.6103	0.8523	1	5.6103	0.1497	0.598	5.4891	0.25349	0.58754	0	NA	NA	NA	1	5.4891	0.31737	0.6321
riboflavin synthase	2	-2.4224	0.68663	1	2.4224	0.34132	0.86016	1.8917	0.78842	0.87944	0	NA	NA	NA	2	1.8917	0.81238	0.92593
ribokinase	2	-5.1126	0.84032	1	14.35	0.0998	0.50089	9.624	0.20359	0.52563	1	0.44691	0.83433	0.92174	1	13.163	0.10379	0.39724
ribonucleoside-diphosphate reductase (ADP)	4	10.653	0.037924	0.38223	-10.573	0.99202	1	4.9201	0.72854	0.84167	3	10.421	0.14172	0.55432	0	NA	NA	NA
ribonucleoside-diphosphate reductase (CDP)	2	10.99	0.03992	0.38223	-10.892	0.99601	1	10.864	0.16766	0.49308	2	10.864	0.12176	0.48483	0	NA	NA	NA
ribonucleoside-diphosphate reductase (GDP)	2	10.99	0.03992	0.38223	-10.892	0.99601	1	10.864	0.16766	0.49308	2	10.864	0.12176	0.48483	0	NA	NA	NA
ribonucleoside-diphosphate reductase (UDP)	4	10.653	0.037924	0.38223	-10.573	0.99202	1	4.9201	0.72854	0.84167	3	10.421	0.14172	0.55432	0	NA	NA	NA
ribonucleoside-triphosphate reductase (ATP)	3	2.7548	0.29541	0.76477	-2.7548	0.74052	1	8.8926	0.27745	0.60356	2	7.0794	0.29741	0.72626	1	5.3907	0.32535	0.6321
ribonucleoside-triphosphate reductase (CTP)	3	2.7548	0.29541	0.76477	-2.7548	0.74052	1	8.8926	0.27745	0.60356	2	7.0794	0.29741	0.72626	1	5.3907	0.32535	0.6321
ribonucleoside-triphosphate reductase (GTP)	3	2.7548	0.29541	0.76477	-2.7548	0.74052	1	8.8926	0.27745	0.60356	2	7.0794	0.29741	0.72626	1	5.3907	0.32535	0.6321
ribonucleoside-triphosphate reductase (UTP)	3	2.7548	0.29541	0.76477	-2.7548	0.74052	1	8.8926	0.27745	0.60356	2	7.0794	0.29741	0.72626	1	5.3907	0.32535	0.6321
ribose-5-phosphate isomerase	1	1.7333	0.35529	0.81993	-1.7333	0.64671	1	1.3849	0.66866	0.80849	1	1.3849	0.69461	0.84666	0	NA	NA	NA
ribosylhomocysteinase	1	6.6763	0.093812	0.57408	-6.6763	0.90818	1	6.5739	0.20559	0.52563	1	6.5739	0.18762	0.58816	0	NA	NA	NA
ribulose 5-phosphate 3-epimerase	1	-4.1255	0.81238	1	4.1255	0.19162	0.6888	3.963	0.35729	0.67811	0	NA	NA	NA	1	3.963	0.43114	0.73485
selenocysteine lyase	3	-1.5479	0.62475	1	1.5479	0.44112	0.96397	4.4499	0.63673	0.80305	2	1.4651	0.83034	0.92174	1	5.6355	0.30539	0.63024
sirohydrochlorin cobaltochelatase	1	-8.2095	1	1	21.273	0.1018	0.50089	8.8966	0.13573	0.44551	0	NA	NA	NA	1	8.8966	0.18563	0.49062
sirohydrochlorin dehydrogenase (NAD)	1	-4.3258	0.82036	1	4.3258	0.18164	0.67478	4.1704	0.34132	0.65958	0	NA	NA	NA	1	4.1704	0.40918	0.71184
sodium transport in/out via proton antiport (one H+)	2	7.0692	0.11776	0.64814	-4.5212	0.83034	1	9.3581	0.21756	0.54501	1	11.754	0.047904	0.38894	1	1.48	0.73054	0.8874
spermidine transport via ABC system	5	-0.82701	0.56287	1	0.82701	0.52695	1	1.6982	0.98004	0.98667	3	0.35361	0.97206	0.98048	2	2.2519	0.77844	0.90018
succinate-semialdehyde dehydrogenase (NAD)	1	-8.2095	1	1	21.273	0.1018	0.50089	14.026	0.075848	0.43597	0	NA	NA	NA	1	14.026	0.095808	0.39724
succinate-semialdehyde dehydrogenase (NADP)	1	-8.2095	1	1	21.273	0.1018	0.50089	14.026	0.075848	0.43597	0	NA	NA	NA	1	14.026	0.095808	0.39724
succinyl-diaminopimelate desuccinylase	4	2.5808	0.31737	0.79626	-1.3199	0.67265	1	12.703	0.19162	0.5203	2	10.847	0.12176	0.48483	2	7.1179	0.39122	0.68913
sulfite reductase (Flavodoxin)	1	-0.76279	0.57485	1	0.76279	0.42715	0.94455	0.13681	0.85429	0.92383	0	NA	NA	NA	1	0.13681	0.8982	0.98219
tRNA dimethylallyltransferase	1	-2.6928	0.72056	1	2.6928	0.28144	0.82326	2.4529	0.51497	0.7557	0	NA	NA	NA	1	2.4529	0.61677	0.8874
tetrahydropicolinate succinylase	1	7.2763	0.087824	0.5724	-7.2763	0.91617	1	7.1822	0.17964	0.49501	1	7.1822	0.16766	0.58816	0	NA	NA	NA
thiamine diphosphokinase	1	-1.7789	0.6487	1	1.7789	0.35329	0.86633	1.4377	0.65669	0.80756	0	NA	NA	NA	1	1.4377	0.73453	0.8874
thiamine-phosphate diphosphorylase	1	-8.2095	1	1	8.2095	0.1018	0.50089	8.0799	0.15768	0.48679	0	NA	NA	NA	1	8.0799	0.20758	0.52647
thiazole phosphate synthesis	1	-8.2095	1	1	21.273	0.1018	0.50089	12.967	0.07984	0.43597	0	NA	NA	NA	1	12.967	0.11178	0.41644
thioredoxin reductase (NADPH)	2	-9.1371	0.97405	1	18.375	0.023952	0.49434	9.8442	0.2016	0.52563	0	NA	NA	NA	2	9.8442	0.26148	0.62697
thymidine kinase (ATP:thymidine)	1	8.394	0.05988	0.43619	-8.2095	1	1	8.3121	0.15369	0.47844	1	8.3121	0.11776	0.48483	0	NA	NA	NA
thymidine kinase (GTP:Thymidine)	1	8.394	0.05988	0.43619	-8.2095	1	1	8.3121	0.15369	0.47844	1	8.3121	0.11776	0.48483	0	NA	NA	NA
thymidine transport in via proton symport	1	-8.1259	0.9002	1	8.1259	0.1018	0.50089	8.0379	0.15768	0.48679	0	NA	NA	NA	1	8.0379	0.20758	0.52647
thymidylate synthase	1	2.5221	0.29541	0.76477	-2.5221	0.70659	1	2.268	0.53693	0.77268	1	2.268	0.54491	0.83339	0	NA	NA	NA
trans-hexaprenyltranstransferase	1	-6.0601	0.85828	1	6.0601	0.14371	0.58994	5.9477	0.23553	0.56894	0	NA	NA	NA	1	5.9477	0.28743	0.62697
trehalose transport in/out via proton symport	4	-8.9125	0.96806	1	28.508	0.005988	0.19774	21.51	0.011976	0.36174	1	6.7031	0.18563	0.58816	3	20.968	0.027944	0.39724
triose-phosphate isomerase	3	-4.9652	0.8483	1	12.508	0.10778	0.52342	12.201	0.16567	0.49308	1	3.5211	0.42515	0.81899	2	12.453	0.15968	0.46362
undecaprenol kinase	1	-6.111	0.86028	1	6.111	0.14172	0.58994	5.9994	0.23353	0.56894	0	NA	NA	NA	1	5.9994	0.28543	0.62697
undecaprenyl-diphosphatase	2	-5.5357	0.85828	1	5.5357	0.23553	0.74785	5.204	0.43513	0.73244	0	NA	NA	NA	2	5.204	0.52096	0.82452
undecaprenyl-diphosphate synthase	1	-1.5229	0.62675	1	1.5229	0.37525	0.88231	1.137	0.71058	0.82605	0	NA	NA	NA	1	1.137	0.78044	0.90018
uracil phosphoribosyltransferase	1	1.7216	0.35529	0.81993	-1.7216	0.64671	1	1.3713	0.67066	0.80849	1	1.3713	0.69661	0.84666	0	NA	NA	NA
uracil transport in via proton symport	1	9.0766	0.051896	0.38948	-8.2095	1	1	9.0008	0.13573	0.44551	1	9.0008	0.0998	0.43675	0	NA	NA	NA
uridine kinase (ATP:Uridine)	1	4.3687	0.18563	0.70017	-4.3687	0.81637	1	4.2148	0.33533	0.6514	1	4.2148	0.36327	0.79884	0	NA	NA	NA
uridine kinase (GTP:Uridine)	1	4.3687	0.18563	0.70017	-4.3687	0.81637	1	4.2148	0.33533	0.6514	1	4.2148	0.36327	0.79884	0	NA	NA	NA
uridine kinase (ITP:Uridine)	1	4.3687	0.18563	0.70017	-4.3687	0.81637	1	4.2148	0.33533	0.6514	1	4.2148	0.36327	0.79884	0	NA	NA	NA
uridylate kinase (UMP)	1	-1.9284	0.65868	1	1.9284	0.34331	0.86016	1.609	0.63473	0.80305	0	NA	NA	NA	1	1.609	0.71657	0.8874
uridylate kinase (dUMP)	2	-3.857	0.76647	1	3.857	0.27545	0.81537	3.4982	0.62076	0.80305	0	NA	NA	NA	2	3.4982	0.65269	0.8874
uroporphyrinogen methyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	9.7463	0.12176	0.43597	0	NA	NA	NA	1	9.7463	0.16766	0.47694
uroporphyrinogen-III synthase	2	-8.3845	0.96607	1	17.622	0.02994	0.50089	9.3423	0.21756	0.54501	0	NA	NA	NA	2	9.3423	0.28543	0.62697
